name,text,Lidor,Liora,Roee,Barak,Ania,Or,Ben,Skyler
PRES_REBUILDINGAMERICA_MORE_OF_THE_SAME,"Gary Johnson, I'm a candidate for president of the United States. And I approve this message. I'm Governor Gary Johnson. I'm Governor Bill Will. I got a plan to eliminate the IRS and greatly simplify our tax code. I would eliminate income tax. I would eliminate corporate tax and because you did that you'd be able to actually then abolish the IRS and. cold laughs, Gary climbed the highest peaks on all seven continents. If he says it, he does it. you could replace it with one Federal consumption tax. Something very, very fair. And if we had zero corporate tax in this country, we would absolutely create tens of millions of jobs in this country are best America yet. Johnson Weld 2016. What's the America, you in? Come on",0,center,center,0,center,both,0,0
PRES_RESTOREOURFUTURE_BIG_SPENDER,"This guy never gave up, or this guy, or this guy. This guy never quit either, John Kasich, a balanced budget. Kasich did it here, and here, creating American jobs, check. Kasich even brought them back from China and Mexico taking the fight to Isis. Kasich helped Reagan won the Cold War. It's our time. America. Never give up. New Hampshire, It starts here. John Kasich. I'm John Kasich, and I approve this message.",0,base,0,0,0,0,0,0
PRES_RESTOREOURFUTURE_FLATLINE,"You co authored a bill with Democrats, two years ago, that allowed a path to citizenship for undocumented immigrants. He always believed in immigration and he wants to have an immigration bill, I appreciate that. It's banger prints are all over that bill. If you resist it the pathway to citizenship for the 11 million euro. We understood it. Molded it and made it. Keep The Promise One is responsible for the content of this advertising.",center,center,center,0,center,0,0,0
PRES_REVOLUTIONPAC_COMPASSION_60,"Yes, divide we have in this country. It's not between Republicans and Democrats. The biggest divide we have in this country is between Career politicians in Washington, and the American people. So, if you have a candidate who stood against Democrat, that's great. one of you been willing to stand up against Republicans? We need to run a populist campaign standing for hard-working, men and women. We need to take the power out of Washington and bring it back to the American people. Keep the promise One is responsible for the content of this advertising.",center,center,0,center,0,0,0,0
PRES_RNC&ROMNEY_BELIEVE_IN_OUR_FUTURE,"First, there was Hillary care. We have to get to Universal Health Care. Then there was Obama care. in the direction of Universal Health Care coverage in this country. We can't afford Trump care. anybody's got to be covered. This is a nun Republican thing from his universal healthcare. I am going to take care of everybody who pays for it. The government's going to pay for it. Don't you know, Hillary care, ObamaCare, and trunk care. Our government Run Healthcare? Keep the promised ones responsible for the content of this advertising.",0,center,0,center,0,center,0,0
PRES_ROMNEY_12_MILLION_JOBS,"I alone can fix it. Bomb the data. break the, punch him in the face, I like people that weren't captured, Okay? the electric engaged like a pig, time movement her like a, I did not say that. I love war. is just including with newest. coming out of her. They're rapists. there has to be some form of. I want to be unpredictable. and shoot somebody. and I was sloppy, and you can tell them to go, themselves. MCV Victory fund is responsible for the content of this advertising.",center,center,0,center,0,0,0,0
PRES_ROMNEY_BELIEVE_IN_AMERICA_60,"Something is wrong when America's richest people, think they own our electoral system. Larry lessig is the only candidate for president who has the will and the way to stop it. Join us at Lessig, 2016. U.s. I'm Larry lessig, and I approve this message.",center,base,base,center,center,0,0,center
PRES_ROMNEY_DAY_ONE,"Ohio's, answer to call the arms in all our major Wars, they've never shirked their Duty. I was a captain. I had two missions when I went to Vietnam, one was to engage the enemy. The second was preserve the lives of my men entrusted to my care. when I look at the two candidates for presidency, I know that Obama will not take advantage of the young people's willingness to stand in the Forefront of this country's defense. I don't Trust Romney to look after my concerns. either as a veteran, or a member of the middle class, Obama has a plan. He has a vision. I like that. The economy is recovering, unemployment is down, and I think Obama understands. It's about taking care of our own. My name is Berkeley Hastings, and I'm going to vote for Barack Obama. Local voices is responsible for the content of this advertising.",base,base,0,center,0,0,center,both
PRES_ROMNEY_EXTREME,"Attention New Hampshire Republicans, I'm Republican. Presidential candidate, Andy. Martin. I approve this message because Barack Obama is giving your tax dollars to failed, Muslim states, like Pakistan and Afghanistan. We must stop subsidizing pakistanis who hit Osama Bin Laden. We must stop backing the corrupt Karzai regime in Afghanistan. I'm the only presidential candidate who was a foreign policy expert. Go to Andy Martin for president.com to support my campaign.",center,center,base,0,center,center,0,center
PRES_ROMNEY_NO_EVIDENCE,"Attention Iowa Republicans: I'm Republican presidential candidate Andy Martin. I'm the only Republican presidential candidate who supports our great national commitment to medicare and social security. The financial crisis did not begin on main street. Wall street greed began in New York City. If you want a Republican presidential candidate you can trust to provide senior security, go to Andy Martin for president dot com to support my campaign.",center,center,0,center,0,0,0,0
PRES_ROMNEY_PAID_IN,Josh Bush's super-pac continues to throw mud. This time about John Kasich. Newt Gingrich responded. Any suggestion that John Kasich is a anti-defense is simply false. I served with him for 16 years and he consistently fought for a better more effective military. Any ad attacking kasich on defense can be pulled as false and misleading. New day for America is responsible for the content of this advertising.,0,center,center,center,center,0,0,0
PRES_ROMNEY_THE_ROMNEY_PLAN,"Job training for president does not work. Benghazi, beheadings, Paris. Our Lives depend on a commander in chief with experience who understands the world. time is of the essence, negotiation, Ambivalence or delay are not acceptable. for First with a plan, to destroy Isis, John Kasich . new day for America is responsible for the content of this advertising.",both,both,0,0,center,0,0,0
